,Fighter_name,Average_significant_strikes,Average_takedowns,Average_submission_attempts,Average_knockdowns,Average_activity,Wins,Loss,Winrate,Weight_class
830,Hugo Viana,34.17,0.17,0.0,0.67,35.010000000000005,3.0,3.0,0.5,['Bantamweight' 'Featherweight']
831,Zelim Imadaev,38.33,0.33,0.0,0.0,38.66,0.0,3.0,0.0,['Welterweight']
832,Spencer Fisher,37.47,0.53,0.59,0.18,38.77,9.0,8.0,0.53,['Lightweight' 'Welterweight']
833,Yuki Sasaki,26.0,0.0,0.0,0.0,26.0,0.0,1.0,0.0,['Middleweight']
834,Fredy Serrano,16.75,2.0,0.0,0.25,19.0,2.0,2.0,0.5,['Flyweight']
835,CB Dollaway,22.26,2.05,0.68,0.16,25.150000000000002,10.0,9.0,0.53,['Middleweight' 'Light Heavyweight']
836,Aleksei Kunchenko,55.0,0.25,0.0,0.0,55.25,2.0,2.0,0.5,['Welterweight']
837,Luke Rockhold,25.0,0.4,0.5,0.2,26.099999999999998,5.0,5.0,0.5,['Middleweight' 'Light Heavyweight']
838,Papy Abedi,24.25,2.0,0.75,0.0,27.0,1.0,3.0,0.25,['Middleweight' 'Welterweight']
839,Marcin Tybura,37.71,1.12,0.06,0.06,38.95,11.0,6.0,0.65,['Heavyweight']
840,Garett Whiteley,42.0,0.0,0.67,0.0,42.67,0.0,3.0,0.0,['Lightweight']
841,Cody Stamann,54.17,2.0,0.0,0.08,56.25,8.0,4.0,0.67,['Bantamweight' 'Featherweight']
842,Oluwale Bamgbose,15.6,0.4,0.0,0.4,16.4,1.0,4.0,0.2,['Middleweight']
843,Petr Yan,64.14,2.0,0.14,1.0,67.28,6.0,1.0,0.86,['Bantamweight']
844,Vanessa Melo,52.25,0.0,0.0,0.0,52.25,1.0,3.0,0.25,"[""Women's Bantamweight""]"
845,Wilson Gouveia,19.11,0.44,1.11,0.44,21.1,6.0,3.0,0.67,['Middleweight' 'Light Heavyweight']
846,Bogdan Guskov,8.0,0.0,0.0,0.0,8.0,0.0,1.0,0.0,['Light Heavyweight']
847,Erik Silva,21.0,3.0,0.0,0.0,24.0,0.0,1.0,0.0,['Featherweight']
848,Patrick Cummins,38.31,2.69,0.08,0.0,41.08,6.0,7.0,0.46,['Light Heavyweight']
849,Daron Cruickshank,29.31,1.38,0.15,0.38,31.219999999999995,6.0,7.0,0.46,['Lightweight']
850,Carl Deaton,19.0,0.0,0.0,0.0,19.0,0.0,2.0,0.0,['Lightweight']
851,Carlos Huachin,26.0,0.0,0.0,0.0,26.0,0.0,2.0,0.0,['Bantamweight']
852,Aaron Brink,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,['Heavyweight']
853,Justin McCully,18.5,1.0,0.0,0.25,19.75,2.0,2.0,0.5,['Heavyweight']
854,Yoshiyuki Yoshida,3.6,0.4,0.8,0.0,4.8,2.0,3.0,0.4,['Welterweight']
855,Charlie Brenneman,11.73,2.18,0.0,0.0,13.91,4.0,7.0,0.36,['Lightweight' 'Welterweight']
856,John Makdessi,68.05,0.0,0.0,0.21,68.25999999999999,10.0,9.0,0.53,['Lightweight']
857,Dustin Hazelett,12.2,0.2,1.5,0.0,13.899999999999999,5.0,5.0,0.5,['Lightweight' 'Welterweight']
858,Cole Smith,26.67,1.67,1.67,0.0,30.010000000000005,1.0,2.0,0.33,['Bantamweight']
859,Stephanie Egger,12.67,1.33,0.33,0.0,14.33,3.0,3.0,0.5,"[""Women's Bantamweight"" ""Women's Featherweight""]"
860,Sherman Pendergarst,4.0,1.0,0.0,0.0,5.0,0.0,1.0,0.0,['Heavyweight']
861,Francisco Prado,33.0,0.0,0.5,0.5,34.0,1.0,1.0,0.5,['Lightweight']
862,George Roop,36.23,0.62,0.08,0.15,37.07999999999999,5.0,8.0,0.38,['Bantamweight' 'Featherweight' 'Lightweight']
863,Joshua Van,138.0,1.0,0.0,0.0,139.0,2.0,0.0,1.0,['Flyweight']
864,John Allan,53.0,0.5,0.0,0.0,53.5,0.0,2.0,0.0,['Light Heavyweight']
865,Shawn Jordan,23.5,0.9,0.0,0.3,24.7,6.0,4.0,0.6,['Heavyweight']
866,Adriano Martins,14.71,0.57,0.29,0.29,15.86,4.0,3.0,0.57,['Lightweight']
867,Jordan Wright,22.17,0.5,0.17,0.33,23.17,2.0,4.0,0.33,['Light Heavyweight' 'Middleweight']
868,Leonardo Santos,30.55,0.64,0.18,0.27,31.64,8.0,3.0,0.73,['Lightweight' 'Welterweight']
869,Movsar Evloev,66.33,5.17,0.33,0.0,71.83,6.0,0.0,1.0,['Featherweight']
870,Trevor Peek,54.33,1.33,0.0,0.67,56.33,2.0,1.0,0.67,['Lightweight']
871,Alexander Volkanovski,66.12,2.25,0.38,0.5,69.25,7.0,1.0,0.88,['Lightweight' 'Featherweight']
872,Vicente Luque,49.44,0.33,0.5,0.56,50.83,14.0,4.0,0.78,['Welterweight']
873,Ken Stone,22.5,0.5,0.25,0.0,23.25,2.0,2.0,0.5,['Bantamweight']
874,Dan Henderson,20.53,0.67,0.07,0.4,21.67,8.0,7.0,0.53,['Middleweight' 'Light Heavyweight']
875,Gabriel Bonfim,17.0,1.33,1.0,0.0,19.33,2.0,1.0,0.67,['Welterweight']
876,Bart Palaszewski,24.5,0.0,0.75,0.25,25.5,1.0,3.0,0.25,['Featherweight']
877,Gleison Tibau,22.15,3.04,0.59,0.07,25.849999999999998,16.0,11.0,0.59,['Lightweight' 'Welterweight']
878,Nate Quarry,29.8,0.1,0.0,0.6,30.500000000000004,7.0,3.0,0.7,['Middleweight']
879,Dan Cramer,14.5,0.0,0.5,0.0,15.0,1.0,1.0,0.5,['Welterweight']
880,Joanna Jedrzejczyk,53.29,0.0,0.0,0.14,53.43,5.0,2.0,0.71,"[""Women's Strawweight""]"
881,Zarah Fairn,44.0,0.0,0.0,0.0,44.0,0.0,3.0,0.0,"[""Women's Featherweight""]"
882,Branden Lee Hinkle,12.0,1.33,1.33,0.0,14.66,1.0,2.0,0.33,['Light Heavyweight' 'Heavyweight']
883,Jonathan Wilson,29.25,0.25,0.0,0.5,30.0,1.0,3.0,0.25,['Middleweight' 'Light Heavyweight']
884,Alex Gorgees,10.0,0.0,0.0,0.0,10.0,0.0,1.0,0.0,['Lightweight']
885,Jorge Patino,19.0,1.0,1.0,0.0,21.0,0.0,1.0,0.0,['Lightweight']
886,Chad Reiner,4.0,0.5,1.0,0.0,5.5,0.0,2.0,0.0,['Welterweight']
887,Fares Ziam,36.33,0.83,0.0,0.0,37.16,4.0,2.0,0.67,['Lightweight']
888,Tom Duquesnoy,45.33,0.33,0.0,0.67,46.33,2.0,1.0,0.67,['Bantamweight']
889,Marcelo Rojo,53.33,0.33,0.0,0.0,53.66,0.0,3.0,0.0,['Featherweight' 'Bantamweight']
890,Krzysztof Soszynski,32.0,0.33,0.67,0.11,33.11,6.0,3.0,0.67,['Light Heavyweight']
891,Marcelo Golm,35.5,0.25,0.25,0.0,36.0,1.0,3.0,0.25,['Heavyweight']
892,Mike Perry,48.13,0.6,0.13,0.53,49.39000000000001,7.0,8.0,0.47,['Welterweight']
893,Townsend Saunders,34.0,0.0,0.0,0.0,34.0,0.0,1.0,0.0,['Lightweight']
894,Ronys Torres,13.0,4.0,0.5,0.0,17.5,0.0,2.0,0.0,['Lightweight']
895,Ketlen Vieira,35.11,1.78,0.67,0.0,37.56,6.0,3.0,0.67,"[""Women's Bantamweight""]"
896,Michinori Tanaka,29.6,2.4,0.2,0.0,32.2,2.0,3.0,0.4,['Bantamweight']
897,Lisa Ellis,5.5,1.5,0.5,0.0,7.5,0.0,2.0,0.0,"[""Women's Strawweight""]"
898,Randy Costa,29.0,0.0,0.0,0.5,29.5,2.0,4.0,0.33,['Bantamweight']
899,Houston Alexander,9.8,0.2,0.0,0.6,10.6,2.0,3.0,0.4,['Light Heavyweight']
900,Gian Villante,51.28,0.28,0.0,0.22,51.78,7.0,11.0,0.39,['Heavyweight' 'Light Heavyweight']
901,Antonio Banuelos,10.0,0.0,0.0,0.0,10.0,0.0,1.0,0.0,['Bantamweight']
902,Sean Woodson,69.0,0.8,0.6,0.2,70.6,5.0,0.0,1.0,['Featherweight']
903,Rameau Thierry Sokoudjou,20.0,0.67,0.67,0.33,21.67,1.0,2.0,0.33,['Light Heavyweight']
904,Adriano Santos,11.0,2.0,0.0,0.0,13.0,0.0,1.0,0.0,['Middleweight']
905,Matt Lindland,24.18,2.0,0.82,0.0,27.0,8.0,3.0,0.73,['Middleweight']
906,Jake Ellenberger,19.86,1.1,0.19,0.52,21.67,10.0,11.0,0.48,['Welterweight']
907,Hugo Duarte,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,['Heavyweight']
908,Semmy Schilt,8.0,0.0,0.0,1.0,9.0,1.0,1.0,0.5,['Heavyweight']
909,David Michaud,45.0,2.33,0.67,0.0,48.0,1.0,2.0,0.33,['Lightweight' 'Welterweight']
910,Joe Soto,29.0,0.5,1.33,0.0,30.83,2.0,4.0,0.33,['Bantamweight']
911,Jason Miller,19.0,0.67,0.67,0.0,20.340000000000003,0.0,3.0,0.0,['Middleweight' 'Welterweight']
912,Yair Rodriguez,41.91,0.64,0.82,0.18,43.55,9.0,2.0,0.82,['Featherweight']
913,Darrick Minner,19.0,1.33,1.5,0.17,22.0,2.0,4.0,0.33,['Featherweight']
914,AJ Fletcher,38.25,1.0,0.75,0.0,40.0,1.0,3.0,0.25,['Welterweight']
915,Davey Grant,56.58,1.0,0.17,0.33,58.08,6.0,6.0,0.5,['Bantamweight']
916,Vitor Miranda,33.57,0.71,0.14,0.0,34.42,3.0,4.0,0.43,['Middleweight' 'Heavyweight']
917,Jessica Penne,34.0,0.88,0.12,0.0,35.0,3.0,5.0,0.38,"[""Women's Strawweight""]"
918,Warlley Alves,31.27,0.87,0.6,0.2,32.940000000000005,8.0,7.0,0.53,['Middleweight' 'Welterweight']
919,Junior Assuncao,28.6,1.4,0.4,0.2,30.599999999999998,2.0,3.0,0.4,['Featherweight' 'Lightweight']
920,Cory Hendricks,47.0,0.0,0.0,0.0,47.0,0.0,1.0,0.0,['Light Heavyweight']
921,Kevin Randleman,14.0,2.6,0.2,0.0,16.8,2.0,3.0,0.4,['Light Heavyweight' 'Heavyweight']
922,Dominic Waters,5.33,3.0,0.0,0.0,8.33,0.0,3.0,0.0,['Welterweight']
923,Darren Till,29.6,0.6,0.0,0.4,30.6,5.0,5.0,0.5,['Middleweight' 'Welterweight']
924,David Dvorak,44.83,0.5,0.17,0.0,45.5,3.0,3.0,0.5,['Flyweight']
925,Anshul Jubli,70.5,1.0,0.5,0.0,72.0,1.0,1.0,0.5,['Lightweight']
926,Peter Sobotta,25.1,1.2,0.4,0.4,27.099999999999998,4.0,6.0,0.4,['Welterweight']
927,Mateusz Rebecki,51.0,2.0,0.67,0.67,54.34,3.0,0.0,1.0,['Lightweight']
928,Sheymon Moraes,37.6,0.0,0.0,0.4,38.0,2.0,3.0,0.4,['Featherweight']
929,Justin Scoggins,39.89,2.56,0.33,0.11,42.89,4.0,5.0,0.44,['Flyweight' 'Bantamweight']
930,Marcus Davis,23.73,0.93,0.8,0.4,25.86,9.0,6.0,0.6,['Lightweight' 'Welterweight']
931,Tyson Griffin,43.71,1.43,0.71,0.14,45.99,8.0,6.0,0.57,['Featherweight' 'Lightweight']
932,John Salter,10.33,1.33,0.0,0.0,11.66,1.0,2.0,0.33,['Middleweight']
933,Kuniyoshi Hironaka,16.5,2.0,0.75,0.25,19.5,1.0,3.0,0.25,['Welterweight']
934,Aalon Cruz,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,['Lightweight' 'Featherweight']
935,Charles Byrd,15.25,0.5,0.25,0.0,16.0,1.0,3.0,0.25,['Middleweight']
936,Jacare Souza,23.93,1.14,0.57,0.21,25.85,9.0,5.0,0.64,['Middleweight']
937,Jocelyn Jones-Lybarger,43.0,0.33,0.0,0.0,43.33,0.0,3.0,0.0,"[""Women's Strawweight""]"
938,Hector Aldana,38.67,0.67,0.0,0.0,39.34,0.0,3.0,0.0,['Welterweight']
939,Ildemar Alcantara,26.86,1.86,0.86,0.0,29.58,4.0,3.0,0.57,['Middleweight' 'Welterweight' 'Light Heavyweight']
940,Montserrat Rendon,69.0,3.0,0.0,0.0,72.0,1.0,0.0,1.0,"[""Women's Bantamweight""]"
941,Sanae Kikuta,8.0,2.0,2.0,0.0,12.0,1.0,0.0,1.0,['Middleweight']
942,Chris Barnett,37.0,0.0,0.0,0.25,37.25,2.0,2.0,0.5,['Heavyweight']
943,Charles Rosa,42.54,1.54,0.92,0.0,45.0,5.0,8.0,0.38,['Featherweight' 'Lightweight']
944,Brian Bowles,21.25,0.5,0.5,0.25,22.5,2.0,2.0,0.5,['Bantamweight']
945,Kurt Pellegrino,25.33,2.0,0.58,0.25,28.159999999999997,7.0,5.0,0.58,['Lightweight' 'Welterweight']
946,Mickey Gall,23.18,0.64,1.0,0.18,25.0,6.0,5.0,0.55,['Welterweight']
947,Jorge Santiago,17.33,0.33,0.5,0.17,18.33,1.0,5.0,0.17,['Welterweight' 'Middleweight']
948,Jack Della Maddalena,49.33,0.17,0.17,0.83,50.5,6.0,0.0,1.0,['Welterweight']
949,Paul Kelly,36.11,1.0,1.11,0.11,38.33,5.0,4.0,0.56,['Lightweight' 'Welterweight']
950,Cristian Quinonez,16.0,0.0,0.0,0.0,16.0,1.0,1.0,0.5,['Bantamweight']
951,Aiemann Zahabi,31.0,0.17,0.0,0.5,31.67,4.0,2.0,0.67,['Bantamweight']
952,Dwight Grant,35.88,0.5,0.0,0.38,36.760000000000005,3.0,5.0,0.38,['Middleweight' 'Welterweight']
953,Jacob Malkoun,44.6,6.0,0.4,0.0,51.0,3.0,2.0,0.6,['Middleweight']
954,Kit Cope,8.0,0.0,0.0,0.0,8.0,0.0,1.0,0.0,['Welterweight']
955,Simeon Thoresen,34.33,0.67,1.0,0.0,36.0,1.0,2.0,0.33,['Welterweight']
956,Maxim Grishin,45.6,0.2,0.0,0.4,46.2,2.0,3.0,0.4,['Light Heavyweight' 'Heavyweight']
957,Jared Rosholt,27.75,1.62,0.12,0.0,29.490000000000002,6.0,2.0,0.75,['Heavyweight']
958,Chris Price,5.0,0.0,0.5,0.0,5.5,0.0,2.0,0.0,['Middleweight']
959,Mario Neto,10.0,1.0,0.0,0.0,11.0,0.0,1.0,0.0,['Heavyweight']
960,Brad Pickett,31.85,1.46,0.15,0.23,33.69,5.0,8.0,0.38,['Bantamweight' 'Flyweight']
961,Russell Doane,17.12,1.38,0.5,0.25,19.25,3.0,5.0,0.38,['Bantamweight' 'Featherweight']
962,Justin Buchholz,17.8,0.0,0.4,0.2,18.4,1.0,4.0,0.2,['Lightweight']
963,Chris Leben,26.0,0.77,0.45,0.23,27.45,12.0,10.0,0.55,['Middleweight']
964,Zubaira Tukhugov,39.67,1.78,0.0,0.33,41.78,6.0,3.0,0.67,['Lightweight' 'Featherweight']
965,Deron Winn,70.75,1.75,0.0,0.0,72.5,1.0,3.0,0.25,['Middleweight']
966,Michihiro Omigawa,31.0,1.14,1.14,0.14,33.42,1.0,6.0,0.14,['Featherweight' 'Lightweight']
967,Joseph Holmes,26.0,0.5,0.25,0.25,27.0,1.0,3.0,0.25,['Middleweight']
968,Val Woodburn,2.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,['Middleweight']
969,Yanal Ashmouz,25.0,0.5,0.0,0.0,25.5,1.0,1.0,0.5,['Lightweight']
970,Seth Petruzelli,16.5,0.25,1.25,0.5,18.5,0.0,4.0,0.0,['Light Heavyweight']
971,Brogan Walker,29.5,0.0,0.0,0.0,29.5,0.0,2.0,0.0,"[""Women's Flyweight""]"
972,Joshua Burkman,27.83,1.89,0.22,0.11,30.049999999999997,6.0,12.0,0.33,['Welterweight' 'Lightweight']
973,Constantinos Philippou,24.56,0.33,0.22,0.56,25.669999999999995,6.0,3.0,0.67,['Middleweight']
974,Jacob Kilburn,33.5,0.5,0.5,0.0,34.5,0.0,2.0,0.0,['Featherweight']
975,Batgerel Danaa,44.43,0.29,0.0,0.57,45.29,3.0,4.0,0.43,['Bantamweight']
976,Matthew Semelsberger,46.56,0.78,0.11,1.11,48.56,5.0,4.0,0.56,['Welterweight']
977,Shayilan Nuerdanbieke,23.6,2.0,0.0,0.6,26.200000000000003,3.0,2.0,0.6,['Featherweight']
978,Robert Whiteford,25.8,1.4,0.0,0.2,27.4,2.0,3.0,0.4,['Featherweight']
979,Kazuki Tokudome,29.75,1.75,0.0,0.25,31.75,1.0,3.0,0.25,['Lightweight']
980,Kazuhiro Nakamura,10.5,1.0,0.0,0.0,11.5,0.0,2.0,0.0,['Light Heavyweight']
981,Marcin Wrzosek,52.0,3.0,0.0,0.0,55.0,0.0,1.0,0.0,['Lightweight']
982,Allen Berube,4.0,2.0,1.0,0.0,7.0,0.0,1.0,0.0,['Lightweight']
983,Gina Mazany,30.62,2.38,0.12,0.12,33.239999999999995,2.0,6.0,0.25,"[""Women's Flyweight"" ""Women's Bantamweight""]"
984,Marcos Rogerio de Lima,20.12,0.59,0.24,0.35,21.3,10.0,7.0,0.59,['Heavyweight' 'Light Heavyweight']
985,Thiago Moises,26.6,1.2,1.0,0.0,28.8,6.0,4.0,0.6,['Lightweight']
986,Anton Turkalj,20.5,2.5,0.0,0.0,23.0,0.0,2.0,0.0,['Light Heavyweight']
987,Abdul-Kerim Edilov,77.0,2.0,1.0,0.0,80.0,1.0,0.0,1.0,['Light Heavyweight']
988,Khusein Askhabov,30.0,0.0,0.0,0.0,30.0,0.0,1.0,0.0,['Featherweight']
989,TJ Laramie,7.5,0.5,0.0,0.0,8.0,0.0,2.0,0.0,['Featherweight']
990,Jamie Yager,29.0,0.0,0.0,0.0,29.0,0.0,1.0,0.0,['Middleweight']
991,Brian Melancon,15.5,0.5,0.0,0.5,16.5,1.0,1.0,0.5,['Welterweight']
992,Malcolm Gordon,12.0,0.67,0.33,0.0,13.0,2.0,4.0,0.33,['Flyweight' 'Bantamweight']
993,Cole Escovedo,27.33,0.67,0.0,0.0,28.0,0.0,3.0,0.0,['Bantamweight']
994,Joe Pardo,4.0,0.0,1.0,0.0,5.0,0.0,1.0,0.0,['Heavyweight']
995,Miles Johns,41.0,0.57,0.0,0.29,41.86,5.0,2.0,0.71,['Bantamweight']
996,Chris Holdsworth,20.5,2.5,1.5,0.0,24.5,2.0,0.0,1.0,['Bantamweight']
997,Kai Kara-France,55.7,0.4,0.0,0.6,56.7,7.0,3.0,0.7,['Flyweight']
998,Dennis Buzukja,22.5,0.0,0.0,0.0,22.5,0.0,2.0,0.0,['Featherweight']
999,Sergey Khandozhko,44.67,0.67,0.0,1.0,46.34,2.0,1.0,0.67,['Welterweight']
1000,Cat Zingano,25.86,1.86,0.57,0.0,28.29,3.0,4.0,0.43,"[""Women's Featherweight"" ""Women's Bantamweight""]"
1001,Matt Serra,23.79,1.64,0.71,0.36,26.5,7.0,7.0,0.5,['Welterweight' 'Lightweight']
1002,Jamey-Lyn Horth,59.5,0.5,0.0,0.0,60.0,1.0,1.0,0.5,"[""Women's Flyweight"" ""Women's Bantamweight""]"
1003,Ottman Azaitar,16.75,0.0,0.0,0.25,17.0,2.0,2.0,0.5,['Lightweight']
1004,Sean Pierson,49.67,0.33,0.33,0.17,50.5,4.0,2.0,0.67,['Welterweight']
1005,Erick Montano,24.33,1.33,0.0,0.0,25.659999999999997,1.0,2.0,0.33,['Welterweight']
1006,Andre Muniz,17.86,1.86,1.0,0.0,20.72,5.0,2.0,0.71,['Middleweight']
1007,Josh Haynes,13.33,0.67,0.0,0.33,14.33,0.0,3.0,0.0,['Welterweight' 'Middleweight' 'Light Heavyweight']
1008,Thiago Tavares,18.28,2.33,0.89,0.0,21.5,11.0,7.0,0.61,['Featherweight' 'Lightweight']
1009,Paul Creighton,6.0,3.0,0.0,0.0,9.0,0.0,1.0,0.0,['Lightweight']
1010,Mackens Semerzier,9.0,1.5,0.5,0.0,11.0,1.0,1.0,0.5,['Featherweight']
1011,Trey Waters,104.0,1.0,0.0,0.0,105.0,1.0,0.0,1.0,['Welterweight']
1012,Jason Young,33.75,1.5,0.0,0.0,35.25,1.0,3.0,0.25,['Featherweight']
1013,Stefan Sekulic,27.5,2.0,0.5,0.0,30.0,0.0,2.0,0.0,['Welterweight']
1014,Bobby Nash,21.67,1.0,0.67,0.33,23.67,0.0,3.0,0.0,['Welterweight']
1015,Bruno Korea,27.0,0.0,0.0,1.0,28.0,0.0,1.0,0.0,['Bantamweight']
1016,Raul Rosas Jr.,7.67,1.67,1.0,0.33,10.67,2.0,1.0,0.67,['Bantamweight']
1017,Vinicius Salvador,67.5,0.5,0.0,0.0,68.0,0.0,2.0,0.0,['Flyweight']
1018,Cody Gibson,52.8,1.0,0.2,0.4,54.4,1.0,4.0,0.2,['Bantamweight']
1019,Eddie Gordon,19.75,1.25,0.0,0.25,21.25,1.0,3.0,0.25,['Middleweight']
1020,Vagner Rocha,21.25,0.75,1.0,0.0,23.0,1.0,3.0,0.25,['Lightweight' 'Featherweight']
1021,Curt Warburton,22.67,1.67,0.67,0.0,25.010000000000005,1.0,2.0,0.33,['Lightweight']
1022,Lukasz Brzeski,52.67,0.0,0.0,0.0,52.67,0.0,3.0,0.0,['Heavyweight']
1023,Mark Godbeer,40.33,0.0,0.0,0.0,40.33,1.0,2.0,0.33,['Heavyweight']
1024,Tim Sylvia,41.4,0.1,0.0,0.5,42.0,7.0,3.0,0.7,['Heavyweight']
1025,Keith Jardine,41.38,0.23,0.0,0.23,41.839999999999996,6.0,7.0,0.46,['Light Heavyweight' 'Heavyweight']
1026,Fabio Cherant,9.33,0.0,0.0,0.0,9.33,0.0,3.0,0.0,['Light Heavyweight']
1027,Elvis Mutapcic,43.67,0.0,0.0,0.0,43.67,0.0,3.0,0.0,['Middleweight' 'Light Heavyweight']
1028,Jens Pulver,18.83,0.5,0.5,0.17,20.0,4.0,2.0,0.67,['Lightweight']
1029,Jessica Aguilar,62.8,0.8,0.2,0.0,63.8,1.0,4.0,0.2,"[""Women's Strawweight""]"
1030,Bevon Lewis,40.25,0.0,0.0,0.0,40.25,1.0,3.0,0.25,['Middleweight']
1031,Khaos Williams,59.29,0.0,0.0,0.57,59.86,5.0,2.0,0.71,['Welterweight']
1032,Vladimir Matyushenko,15.82,1.64,0.09,0.09,17.64,7.0,4.0,0.64,['Light Heavyweight' 'Heavyweight']
1033,Melinda Fabian,60.5,0.0,0.0,0.5,61.0,0.0,2.0,0.0,"[""Women's Flyweight""]"
1034,Abner Lloveras,94.0,2.0,0.0,0.0,96.0,0.0,1.0,0.0,['Lightweight']
1035,Jai Herbert,28.86,0.14,0.0,0.43,29.43,3.0,4.0,0.43,['Lightweight']
1036,Nate Maness,17.4,0.4,0.0,0.2,17.999999999999996,3.0,2.0,0.6,['Flyweight' 'Bantamweight' 'Featherweight']
1037,Anthony Torres,12.0,0.0,0.5,0.0,12.5,1.0,1.0,0.5,['Welterweight']
1038,Jorge Masvidal,50.53,0.84,0.32,0.47,52.160000000000004,12.0,7.0,0.63,['Welterweight' 'Lightweight']
1039,Chico Camus,41.43,0.57,0.29,0.0,42.29,3.0,4.0,0.43,['Flyweight' 'Bantamweight']
1040,Thiago Silva,29.9,0.2,0.2,0.4,30.699999999999996,7.0,3.0,0.7,['Light Heavyweight']
1041,Ikuhisa Minowa,3.0,3.0,0.0,0.0,6.0,1.0,0.0,1.0,['Middleweight']
1042,Martin Bravo,55.25,1.25,0.0,0.25,56.75,1.0,3.0,0.25,['Featherweight' 'Lightweight']
1043,Francisco Figueiredo,18.25,1.5,0.25,0.0,20.0,2.0,2.0,0.5,['Flyweight']
1044,Andre Soukhamthath,38.0,1.14,0.14,0.86,40.14,2.0,5.0,0.29,['Bantamweight']
1045,Diego Nunes,44.33,0.83,0.0,0.5,45.66,3.0,3.0,0.5,['Featherweight']
1046,Maciej Jewtuszko,30.0,0.0,0.0,0.0,30.0,0.0,1.0,0.0,['Lightweight']
1047,Gerald Strebendt,0.0,0.0,3.0,0.0,3.0,0.0,1.0,0.0,['Lightweight']
1048,Kyle Nelson,39.5,0.88,0.5,0.0,40.88,3.0,5.0,0.38,['Featherweight' 'Lightweight']
1049,Derek Downey,2.0,1.0,0.0,0.0,3.0,0.0,1.0,0.0,['Middleweight']
1050,Alvaro Herrera Mendoza,6.25,0.0,0.25,0.25,6.75,1.0,3.0,0.25,['Lightweight' 'Welterweight']
1051,Willie Gates,16.75,0.0,0.25,0.5,17.5,1.0,3.0,0.25,['Flyweight']
1052,Al Iaquinta,44.33,0.67,0.25,0.58,45.83,8.0,4.0,0.67,['Lightweight']
1053,Anying Wang,6.5,0.0,0.0,0.0,6.5,1.0,1.0,0.5,['Welterweight']
1054,Hannah Cifers,41.57,0.14,0.14,0.29,42.14,2.0,5.0,0.29,"[""Women's Strawweight"" ""Women's Flyweight""]"
1055,Dan Christison,60.5,0.0,1.0,0.0,61.5,1.0,1.0,0.5,['Heavyweight']
1056,Junior Tafa,15.0,0.0,0.0,0.5,15.5,1.0,1.0,0.5,['Heavyweight']
1057,Mickael Lebout,39.0,0.0,0.0,0.0,39.0,1.0,2.0,0.33,['Lightweight' 'Welterweight']
1058,Ciryl Gane,69.5,0.38,0.25,0.38,70.50999999999999,7.0,1.0,0.88,['Heavyweight']
1059,Albert Morales,46.33,0.5,0.0,0.0,46.83,1.0,5.0,0.17,['Bantamweight']
1060,Enrique Barzola,58.7,4.2,0.3,0.0,63.2,6.0,4.0,0.6,['Bantamweight' 'Featherweight' 'Lightweight']
1061,Cody McKenzie,13.43,1.29,1.29,0.0,16.009999999999998,3.0,4.0,0.43,['Lightweight' 'Featherweight']
1062,Keigo Kunihara,1.0,2.0,1.0,0.0,4.0,0.0,1.0,0.0,['Heavyweight']
1063,Yuri Villefort,58.5,2.0,0.5,0.0,61.0,0.0,2.0,0.0,['Welterweight']
1064,Shara Magomedov,113.0,0.0,0.0,0.0,113.0,1.0,0.0,1.0,['Middleweight']
1065,Chris Gruetzemacher,64.43,0.14,0.0,0.0,64.57000000000001,3.0,4.0,0.43,['Lightweight' 'Featherweight']
1066,Adam Yandiev,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,['Middleweight']
1067,Alessio Sakara,19.64,0.79,0.0,0.21,20.64,7.0,7.0,0.5,['Middleweight' 'Light Heavyweight']
1068,Said Nurmagomedov,29.22,0.56,0.78,0.11,30.669999999999998,7.0,2.0,0.78,['Bantamweight' 'Flyweight']
1069,Brandon Royval,22.29,0.29,1.0,0.43,24.009999999999998,5.0,2.0,0.71,['Flyweight']
1070,Mac Danzig,37.85,0.92,0.46,0.23,39.46,5.0,8.0,0.38,['Lightweight' 'Welterweight']
1071,Randy Brown,46.44,0.56,0.38,0.25,47.63,11.0,5.0,0.69,['Welterweight']
1072,Luke Barnatt,52.83,0.5,0.33,0.33,53.989999999999995,3.0,3.0,0.5,['Middleweight']
1073,Jamie Moyle,67.67,1.0,0.0,0.0,68.67,1.0,2.0,0.33,"[""Women's Strawweight""]"
1074,Frank Shamrock,21.5,0.0,3.5,1.0,26.0,2.0,0.0,1.0,['Middleweight']
1075,Sijara Eubanks,57.8,1.7,0.3,0.1,59.9,5.0,5.0,0.5,"[""Women's Flyweight"" ""Women's Bantamweight""]"
1076,Luke Jumeau,44.0,0.25,0.0,0.0,44.25,2.0,2.0,0.5,['Welterweight']
1077,Chris Cariaso,45.46,0.77,0.54,0.0,46.77,7.0,6.0,0.54,['Flyweight' 'Bantamweight']
1078,Victoria Leonardo,26.5,0.5,0.0,0.0,27.0,1.0,3.0,0.25,"[""Women's Flyweight""]"
1079,Wu Yanan,51.5,0.5,0.17,0.0,52.17,1.0,5.0,0.17,"[""Women's Bantamweight"" ""Women's Flyweight""]"
